APT,NZAA,0,-37.0081,174.79200000000003
VOR,AA,300,-37.0046,174.81399999999996
FIX,MADEP,35000,-36.3846,170.74099999999999
FIX,OLREL,35000,-35.6507,163
FIX,MAGDA,35000,-34.3751,155.164
FIX,NONID,29400,-34.2413,153.914
FIX,RIKNI,14900,-34.0821,152.56600000000003
APT,YSSY,0,-33.9461,151.17700000000002
